"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3764612";"";"None";"463.53";"0";"4.45";"BDBM50139855";"Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccnc1";"Ki";"'='";"14791.0";"nM";"4.83";"";"877146";"UO_0000065";"10.42";"0.21";"0.38";"8.61";"0";"CHEMBL5734900";"[3H]-Spiperone Binding Assay at hD2 Recombinant Receptor: CHO cells stably expressing human dopamine receptor type 2, long variant (hD2L), coupled to Gα16 protein (CHO-Gα16-hD2L) were re-suspended in 20 mM HEPES, 2 mM EDTA (pH 7.4), homogenised and centrifuged at 40,000 g (20 min, 4° C.). After re-suspension, homogenization and centrifugation as above, the final pellet was re-suspended in 20 mM HEPES, 100 mM NaCl, 10 mM MgCl2, 1 mM EDTA (pH 7.4) and aliquots were kept at −80° C. [3H]-Spiperone Binding experiments were performed in 96 deep-well polypropylene plates in 50 mM Tris/HCl, 120 mM NaCl, 5 mM KCl, 5 mM MgCl2 (pH 7.4). Compounds of invention were serially diluted in DMSO at 100 fold final concentrations in the assay (1% DMSO final in the assay). Displacement was performed in the presence of 0.08 nM [3H]-Spiperone. The reaction was initiated by the addition of membrane suspension (2 μg of protein for CHO-hD2 membranes) and lasted for 120 min at 23° C. in a final volume of 1000 μl. Non specific binding (NSB) was determined in the presence of 0.1 μM Spiperone. The binding reaction was stopped by rapid filtration through GF/B filterplates pre-soaked in 0.5% polyetylenimmine (PEI) using a Packard cell harvester. After washing with ice-cold 0.9% NaCl, the plate was left to dry before the addition of Microscint 20 (50 μl/well, PerkinElmer). Radioactivity was counted with a TopCount (PerkinElmer). Data were analysed by non-linear regression analysis using GraphPad Prism 5.0 (GraphPad Software) or XLfit Version 5.2.0.0 (Copyright © 2006-2009 ID Business Solutions Ltd). Saturation binding experiments were performed similar to the competition binding experiments using a radioligand concentrations ranging from 0.011 to 3.0 nM. Ref: Durcan M. J. et al. (1995). Is Clozapine selective for the dopamine D4 receptor? Life Sciences, 57: 275-283. Petrus J. et al. (2001). Real-time analysis of dopamine: antagonist interactions at recombinant human D2long receptor upon modulation of its activation state. Brit. J. Pharmacol. 134, 88±97.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727554";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"14791.0"
"CHEMBL5843261";"";"None";"495.67";"0";"4.48";"BDBM593788";"Cc1nnc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4sc(C5CC(F)(F)C5)nc4C3)CC2)s1";"Ki";"'='";"450.0";"nM";"6.35";"";"1258795";"UO_0000065";"12.80";"0.26";"1.87";"8.94";"0";"CHEMBL5739045";"Binding Inhibition for Dopamine D2 Receptor: Buffer solution: 50 mM Tris-HCl (35409-45, Nacalai Tesque) (pH 7.4) containing 120 mM NaCl (31320-05, Nacalai Tesque), 1 mM MgCl.06HO (20909-55, Nacalai Tesque), 5 mM KCl (28514-75, Nacalai Tesque) and 2 mM CaCl) (067-31, NAKARAI CHEMICALS, LTD.)Radioligand: (final concentration) 1.2 nM [H]-Methylspiperone ([HN-methyl-]-Methylspiperone, NET-856, 83.8 Ci/mmol, PerkinElmer) Non-specific ligand: (final concentration) 10 μM Butaclamol [(+)-Butaclamol Hydrochloride, D033, Sigma] SPA beads solution: SPA beads [WGA PVT SPA Scintillation Beads, RPNQ0001 (500 mg), RPNQ0060 (2 g), PerkinElmer] (0.2 mg/well)Incubation time and temperature: 120 min at 25° C.Kd: 0.272 nM(Preparation of Solutions of Non-Specific Ligand or the Compounds of the Present Invention)Butaclamol or the compounds of the present invention were weighed and DMSO was added to make a 10 mM solution. This solution was diluted to each concentration.(Preparation of Radioligand Solution),[H]-Methylspiperone was weighed and the buffer solution was added to make a 3.6 nM solution.(Preparation of SPA Beads Solution) SPA beads were weighed and stirred in water to make a 50 mg/mL solution. Using this solution, a mixture with the cell membranes was prepared.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729591";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"450.0"
"CHEMBL5952708";"";"None";"390.49";"0";"3.41";"BDBM458615";"Cc1ccc2onc(C3CCN(CCN4CCc5cccnc5C4=O)CC3)c2c1";"Ki";"'='";"2250.0";"nM";"5.65";"";"946631";"UO_0000065";"14.46";"0.27";"2.24";"9.04";"0";"CHEMBL5735667";"Binding Activity Assay: Binding affinity of the present compound for human 5-HT1A receptor, human 5-HT2A receptor, and human D2 receptor was measured by the following procedures.CHO cell membrane fraction in which human 5-HT1A receptor, human 5-HT2A receptor, and human D2 receptor were expressed was purchased from PerkinElmer, Inc. In a test for evaluating binding affinity, a test compound dissolved in dimethylsulfoxide (DMSO) and each receptor membrane sample diluted in buffer were mixed with [3H]8-OH-DPAT, [3H]Ketanserin, or [3H]Spiperone (all purchased from PerkinElmer, Inc.) for 5-HT1A receptor, 5-HT2A receptor, and D2 receptor, respectively. Each mixture was incubated at room temperature for 60 minutes. Then, the mixture was added quickly on a glassfiber filter plate (Multiscreen FB, Millipore, Inc.) coated with 0.3% aqueous polyethylenimine, and vacuum-filtered. Radioactivity remaining on the filter was measured with a liquid scintillation counter (PerkinElmer, Inc.). Binding inhibition rate was calculated from the following formula.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727914";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"2250.0"
"CHEMBL5972558";"";"None";"408.53";"0";"2.22";"BDBM458616";"Cc1ncc2c(n1)CCN(CCN1CCN(c3nsc4ccccc34)CC1)C2=O";"Ki";"'='";"1074.0";"nM";"5.97";"";"946634";"UO_0000065";"14.61";"0.28";"3.75";"9.12";"0";"CHEMBL5735667";"Binding Activity Assay: Binding affinity of the present compound for human 5-HT1A receptor, human 5-HT2A receptor, and human D2 receptor was measured by the following procedures.CHO cell membrane fraction in which human 5-HT1A receptor, human 5-HT2A receptor, and human D2 receptor were expressed was purchased from PerkinElmer, Inc. In a test for evaluating binding affinity, a test compound dissolved in dimethylsulfoxide (DMSO) and each receptor membrane sample diluted in buffer were mixed with [3H]8-OH-DPAT, [3H]Ketanserin, or [3H]Spiperone (all purchased from PerkinElmer, Inc.) for 5-HT1A receptor, 5-HT2A receptor, and D2 receptor, respectively. Each mixture was incubated at room temperature for 60 minutes. Then, the mixture was added quickly on a glassfiber filter plate (Multiscreen FB, Millipore, Inc.) coated with 0.3% aqueous polyethylenimine, and vacuum-filtered. Radioactivity remaining on the filter was measured with a liquid scintillation counter (PerkinElmer, Inc.). Binding inhibition rate was calculated from the following formula.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727914";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"1074.0"
"CHEMBL5881552";"";"None";"493.62";"0";"3.59";"BDBM593908";"Cc1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)F)sc4CC3)CC2)cn1";"Ki";"'='";"1400.0";"nM";"5.85";"";"1258915";"UO_0000065";"11.86";"0.24";"2.26";"7.30";"0";"CHEMBL5739045";"Binding Inhibition for Dopamine D2 Receptor: Buffer solution: 50 mM Tris-HCl (35409-45, Nacalai Tesque) (pH 7.4) containing 120 mM NaCl (31320-05, Nacalai Tesque), 1 mM MgCl.06HO (20909-55, Nacalai Tesque), 5 mM KCl (28514-75, Nacalai Tesque) and 2 mM CaCl) (067-31, NAKARAI CHEMICALS, LTD.)Radioligand: (final concentration) 1.2 nM [H]-Methylspiperone ([HN-methyl-]-Methylspiperone, NET-856, 83.8 Ci/mmol, PerkinElmer) Non-specific ligand: (final concentration) 10 μM Butaclamol [(+)-Butaclamol Hydrochloride, D033, Sigma] SPA beads solution: SPA beads [WGA PVT SPA Scintillation Beads, RPNQ0001 (500 mg), RPNQ0060 (2 g), PerkinElmer] (0.2 mg/well)Incubation time and temperature: 120 min at 25° C.Kd: 0.272 nM(Preparation of Solutions of Non-Specific Ligand or the Compounds of the Present Invention)Butaclamol or the compounds of the present invention were weighed and DMSO was added to make a 10 mM solution. This solution was diluted to each concentration.(Preparation of Radioligand Solution),[H]-Methylspiperone was weighed and the buffer solution was added to make a 3.6 nM solution.(Preparation of SPA Beads Solution) SPA beads were weighed and stirred in water to make a 50 mg/mL solution. Using this solution, a mixture with the cell membranes was prepared.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729591";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"1400.0"
"CHEMBL5951076";"";"None";"335.42";"0";"1.94";"BDBM466578";"O=C(NCCN1CCC(c2cccc(F)n2)CC1)C1CCOCC1";"Ki";"'='";"42.0";"nM";"7.38";"";"1037975";"UO_0000065";"21.99";"0.42";"5.44";"13.55";"0";"CHEMBL5736831";"Binding Activity Assay: The binding affinity of the present compounds to human 5-HT1A receptor, human D4 receptor, and human D2 receptor was measured in a manner mentioned below.CHO cell membrane fraction in which human 5-HT1A receptor, human D4 receptor, and human D2 receptor were expressed was purchased from PerkinElmer Co., Ltd. In the evaluation test of binding, the test compound dissolved in DMSO, each receptor membrane preparation diluted with buffer solution, and [3H] 8-OH-DPAT (for 5-HT1A receptor), [3H] dopamine (for D4 receptor), or [3H] spiperone (for D2 receptor) (all were obtained from PerkinElmer Co., Ltd.) were mixed, and each mixture was incubated at room temperature for 30 or 60 minutes. The nonspecific binding to each receptor was evaluated by a competition binding experiment in the presence of 10 μmol/L 8-OH-DPAT, 10 μmol/L dopamine, or 10 μmol/L spiperone, respectively. The radioactivity of each receptor-binding sample was measured with a liquid scintillation counter (PerkinElmer Co., Ltd.), the 50% inhibitory concentration was calculated, and Ki value was evaluated based on the dissociation constant and the substrate concentration caluculated in the saturated bond test, which was used as binding affinity.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728473";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"42.0"
"CHEMBL5989971";"";"None";"522.64";"2";"5.10";"BDBM593916";"Cc1ncccc1C(=O)NC12CCC(CCN3CCc4nc(OCC(F)(F)F)sc4CC3)(CC1)CC2";"Ki";"'='";"1700.0";"nM";"5.77";"";"1258923";"UO_0000065";"11.04";"0.22";"0.67";"8.57";"0";"CHEMBL5739045";"Binding Inhibition for Dopamine D2 Receptor: Buffer solution: 50 mM Tris-HCl (35409-45, Nacalai Tesque) (pH 7.4) containing 120 mM NaCl (31320-05, Nacalai Tesque), 1 mM MgCl.06HO (20909-55, Nacalai Tesque), 5 mM KCl (28514-75, Nacalai Tesque) and 2 mM CaCl) (067-31, NAKARAI CHEMICALS, LTD.)Radioligand: (final concentration) 1.2 nM [H]-Methylspiperone ([HN-methyl-]-Methylspiperone, NET-856, 83.8 Ci/mmol, PerkinElmer) Non-specific ligand: (final concentration) 10 μM Butaclamol [(+)-Butaclamol Hydrochloride, D033, Sigma] SPA beads solution: SPA beads [WGA PVT SPA Scintillation Beads, RPNQ0001 (500 mg), RPNQ0060 (2 g), PerkinElmer] (0.2 mg/well)Incubation time and temperature: 120 min at 25° C.Kd: 0.272 nM(Preparation of Solutions of Non-Specific Ligand or the Compounds of the Present Invention)Butaclamol or the compounds of the present invention were weighed and DMSO was added to make a 10 mM solution. This solution was diluted to each concentration.(Preparation of Radioligand Solution),[H]-Methylspiperone was weighed and the buffer solution was added to make a 3.6 nM solution.(Preparation of SPA Beads Solution) SPA beads were weighed and stirred in water to make a 50 mg/mL solution. Using this solution, a mixture with the cell membranes was prepared.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729591";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"1700.0"
"CHEMBL6037525";"";"None";"515.60";"1";"3.87";"BDBM593941";"Cc1nnc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(O[C@@H](C)C(F)(F)F)sc4CC3)CC2)o1";"Ki";"'='";"780.0";"nM";"6.11";"";"1258948";"UO_0000065";"11.85";"0.24";"2.24";"6.54";"0";"CHEMBL5739045";"Binding Inhibition for Dopamine D2 Receptor: Buffer solution: 50 mM Tris-HCl (35409-45, Nacalai Tesque) (pH 7.4) containing 120 mM NaCl (31320-05, Nacalai Tesque), 1 mM MgCl.06HO (20909-55, Nacalai Tesque), 5 mM KCl (28514-75, Nacalai Tesque) and 2 mM CaCl) (067-31, NAKARAI CHEMICALS, LTD.)Radioligand: (final concentration) 1.2 nM [H]-Methylspiperone ([HN-methyl-]-Methylspiperone, NET-856, 83.8 Ci/mmol, PerkinElmer) Non-specific ligand: (final concentration) 10 μM Butaclamol [(+)-Butaclamol Hydrochloride, D033, Sigma] SPA beads solution: SPA beads [WGA PVT SPA Scintillation Beads, RPNQ0001 (500 mg), RPNQ0060 (2 g), PerkinElmer] (0.2 mg/well)Incubation time and temperature: 120 min at 25° C.Kd: 0.272 nM(Preparation of Solutions of Non-Specific Ligand or the Compounds of the Present Invention)Butaclamol or the compounds of the present invention were weighed and DMSO was added to make a 10 mM solution. This solution was diluted to each concentration.(Preparation of Radioligand Solution),[H]-Methylspiperone was weighed and the buffer solution was added to make a 3.6 nM solution.(Preparation of SPA Beads Solution) SPA beads were weighed and stirred in water to make a 50 mg/mL solution. Using this solution, a mixture with the cell membranes was prepared.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729591";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"780.0"
"CHEMBL5928686";"";"None";"550.60";"1";"3.35";"BDBM593946";"Cn1ncc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(F)(F)C(F)F)sc4CC3)CC2)n1";"Ki";"'='";"770.0";"nM";"6.11";"";"1258953";"UO_0000065";"11.10";"0.23";"2.76";"7.18";"0";"CHEMBL5739045";"Binding Inhibition for Dopamine D2 Receptor: Buffer solution: 50 mM Tris-HCl (35409-45, Nacalai Tesque) (pH 7.4) containing 120 mM NaCl (31320-05, Nacalai Tesque), 1 mM MgCl.06HO (20909-55, Nacalai Tesque), 5 mM KCl (28514-75, Nacalai Tesque) and 2 mM CaCl) (067-31, NAKARAI CHEMICALS, LTD.)Radioligand: (final concentration) 1.2 nM [H]-Methylspiperone ([HN-methyl-]-Methylspiperone, NET-856, 83.8 Ci/mmol, PerkinElmer) Non-specific ligand: (final concentration) 10 μM Butaclamol [(+)-Butaclamol Hydrochloride, D033, Sigma] SPA beads solution: SPA beads [WGA PVT SPA Scintillation Beads, RPNQ0001 (500 mg), RPNQ0060 (2 g), PerkinElmer] (0.2 mg/well)Incubation time and temperature: 120 min at 25° C.Kd: 0.272 nM(Preparation of Solutions of Non-Specific Ligand or the Compounds of the Present Invention)Butaclamol or the compounds of the present invention were weighed and DMSO was added to make a 10 mM solution. This solution was diluted to each concentration.(Preparation of Radioligand Solution),[H]-Methylspiperone was weighed and the buffer solution was added to make a 3.6 nM solution.(Preparation of SPA Beads Solution) SPA beads were weighed and stirred in water to make a 50 mg/mL solution. Using this solution, a mixture with the cell membranes was prepared.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729591";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"770.0"
"CHEMBL5810427";"";"None";"390.49";"0";"3.41";"BDBM458661";"Cc1cc2c(cn1)C(=O)N(CCN1CCC(c3noc4ccccc34)CC1)CC2";"Ki";"'='";"62.0";"nM";"7.21";"";"946769";"UO_0000065";"18.46";"0.34";"3.80";"11.54";"0";"CHEMBL5735667";"Binding Activity Assay: Binding affinity of the present compound for human 5-HT1A receptor, human 5-HT2A receptor, and human D2 receptor was measured by the following procedures.CHO cell membrane fraction in which human 5-HT1A receptor, human 5-HT2A receptor, and human D2 receptor were expressed was purchased from PerkinElmer, Inc. In a test for evaluating binding affinity, a test compound dissolved in dimethylsulfoxide (DMSO) and each receptor membrane sample diluted in buffer were mixed with [3H]8-OH-DPAT, [3H]Ketanserin, or [3H]Spiperone (all purchased from PerkinElmer, Inc.) for 5-HT1A receptor, 5-HT2A receptor, and D2 receptor, respectively. Each mixture was incubated at room temperature for 60 minutes. Then, the mixture was added quickly on a glassfiber filter plate (Multiscreen FB, Millipore, Inc.) coated with 0.3% aqueous polyethylenimine, and vacuum-filtered. Radioactivity remaining on the filter was measured with a liquid scintillation counter (PerkinElmer, Inc.). Binding inhibition rate was calculated from the following formula.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727914";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"62.0"
"CHEMBL5965675";"";"None";"403.49";"0";"2.53";"BDBM458662";"O=C1c2cnccc2C2(CC2)CN1CCN1CCN(c2noc3ccccc23)CC1";"Ki";"'='";"2303.0";"nM";"5.64";"";"946772";"UO_0000065";"13.97";"0.26";"3.11";"8.58";"0";"CHEMBL5735667";"Binding Activity Assay: Binding affinity of the present compound for human 5-HT1A receptor, human 5-HT2A receptor, and human D2 receptor was measured by the following procedures.CHO cell membrane fraction in which human 5-HT1A receptor, human 5-HT2A receptor, and human D2 receptor were expressed was purchased from PerkinElmer, Inc. In a test for evaluating binding affinity, a test compound dissolved in dimethylsulfoxide (DMSO) and each receptor membrane sample diluted in buffer were mixed with [3H]8-OH-DPAT, [3H]Ketanserin, or [3H]Spiperone (all purchased from PerkinElmer, Inc.) for 5-HT1A receptor, 5-HT2A receptor, and D2 receptor, respectively. Each mixture was incubated at room temperature for 60 minutes. Then, the mixture was added quickly on a glassfiber filter plate (Multiscreen FB, Millipore, Inc.) coated with 0.3% aqueous polyethylenimine, and vacuum-filtered. Radioactivity remaining on the filter was measured with a liquid scintillation counter (PerkinElmer, Inc.). Binding inhibition rate was calculated from the following formula.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727914";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"2303.0"
"CHEMBL5766304";"";"None";"387.45";"0";"3.07";"BDBM466550";"COCC(C)(C)C(=O)NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1";"Ki";"'='";"37.0";"nM";"7.43";"";"1037897";"UO_0000065";"19.18";"0.38";"4.36";"13.65";"0";"CHEMBL5736831";"Binding Activity Assay: The binding affinity of the present compounds to human 5-HT1A receptor, human D4 receptor, and human D2 receptor was measured in a manner mentioned below.CHO cell membrane fraction in which human 5-HT1A receptor, human D4 receptor, and human D2 receptor were expressed was purchased from PerkinElmer Co., Ltd. In the evaluation test of binding, the test compound dissolved in DMSO, each receptor membrane preparation diluted with buffer solution, and [3H] 8-OH-DPAT (for 5-HT1A receptor), [3H] dopamine (for D4 receptor), or [3H] spiperone (for D2 receptor) (all were obtained from PerkinElmer Co., Ltd.) were mixed, and each mixture was incubated at room temperature for 30 or 60 minutes. The nonspecific binding to each receptor was evaluated by a competition binding experiment in the presence of 10 μmol/L 8-OH-DPAT, 10 μmol/L dopamine, or 10 μmol/L spiperone, respectively. The radioactivity of each receptor-binding sample was measured with a liquid scintillation counter (PerkinElmer Co., Ltd.), the 50% inhibitory concentration was calculated, and Ki value was evaluated based on the dissociation constant and the substrate concentration caluculated in the saturated bond test, which was used as binding affinity.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728473";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"37.0"
"CHEMBL6063896";"";"None";"399.46";"0";"3.21";"BDBM498178";"COCCC1(C(=O)NCCN2CCC(c3cccc(C(F)(F)F)n3)CC2)CC1";"Ki";"'='";"13.0";"nM";"7.89";"";"1037900";"UO_0000065";"19.74";"0.38";"4.68";"14.48";"0";"CHEMBL5736831";"Binding Activity Assay: The binding affinity of the present compounds to human 5-HT1A receptor, human D4 receptor, and human D2 receptor was measured in a manner mentioned below.CHO cell membrane fraction in which human 5-HT1A receptor, human D4 receptor, and human D2 receptor were expressed was purchased from PerkinElmer Co., Ltd. In the evaluation test of binding, the test compound dissolved in DMSO, each receptor membrane preparation diluted with buffer solution, and [3H] 8-OH-DPAT (for 5-HT1A receptor), [3H] dopamine (for D4 receptor), or [3H] spiperone (for D2 receptor) (all were obtained from PerkinElmer Co., Ltd.) were mixed, and each mixture was incubated at room temperature for 30 or 60 minutes. The nonspecific binding to each receptor was evaluated by a competition binding experiment in the presence of 10 μmol/L 8-OH-DPAT, 10 μmol/L dopamine, or 10 μmol/L spiperone, respectively. The radioactivity of each receptor-binding sample was measured with a liquid scintillation counter (PerkinElmer Co., Ltd.), the 50% inhibitory concentration was calculated, and Ki value was evaluated based on the dissociation constant and the substrate concentration caluculated in the saturated bond test, which was used as binding affinity.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728473";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"13.0"
"CHEMBL5843878";"";"None";"475.58";"0";"3.17";"BDBM593812";"Cn1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(OCC(F)F)nc4CC3)CC2)cn1";"Ki";"'='";"1400.0";"nM";"5.85";"";"1258819";"UO_0000065";"12.31";"0.24";"2.68";"8.10";"0";"CHEMBL5739045";"Binding Inhibition for Dopamine D2 Receptor: Buffer solution: 50 mM Tris-HCl (35409-45, Nacalai Tesque) (pH 7.4) containing 120 mM NaCl (31320-05, Nacalai Tesque), 1 mM MgCl.06HO (20909-55, Nacalai Tesque), 5 mM KCl (28514-75, Nacalai Tesque) and 2 mM CaCl) (067-31, NAKARAI CHEMICALS, LTD.)Radioligand: (final concentration) 1.2 nM [H]-Methylspiperone ([HN-methyl-]-Methylspiperone, NET-856, 83.8 Ci/mmol, PerkinElmer) Non-specific ligand: (final concentration) 10 μM Butaclamol [(+)-Butaclamol Hydrochloride, D033, Sigma] SPA beads solution: SPA beads [WGA PVT SPA Scintillation Beads, RPNQ0001 (500 mg), RPNQ0060 (2 g), PerkinElmer] (0.2 mg/well)Incubation time and temperature: 120 min at 25° C.Kd: 0.272 nM(Preparation of Solutions of Non-Specific Ligand or the Compounds of the Present Invention)Butaclamol or the compounds of the present invention were weighed and DMSO was added to make a 10 mM solution. This solution was diluted to each concentration.(Preparation of Radioligand Solution),[H]-Methylspiperone was weighed and the buffer solution was added to make a 3.6 nM solution.(Preparation of SPA Beads Solution) SPA beads were weighed and stirred in water to make a 50 mg/mL solution. Using this solution, a mixture with the cell membranes was prepared.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729591";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"1400.0"
"CHEMBL6036651";"";"None";"503.59";"1";"3.37";"BDBM593814";"Cc1ncc(OCC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(OCC(F)F)nc4CC3)CC2)cn1";"Ki";"'='";"900.0";"nM";"6.05";"";"1258821";"UO_0000065";"12.01";"0.23";"2.68";"6.76";"0";"CHEMBL5739045";"Binding Inhibition for Dopamine D2 Receptor: Buffer solution: 50 mM Tris-HCl (35409-45, Nacalai Tesque) (pH 7.4) containing 120 mM NaCl (31320-05, Nacalai Tesque), 1 mM MgCl.06HO (20909-55, Nacalai Tesque), 5 mM KCl (28514-75, Nacalai Tesque) and 2 mM CaCl) (067-31, NAKARAI CHEMICALS, LTD.)Radioligand: (final concentration) 1.2 nM [H]-Methylspiperone ([HN-methyl-]-Methylspiperone, NET-856, 83.8 Ci/mmol, PerkinElmer) Non-specific ligand: (final concentration) 10 μM Butaclamol [(+)-Butaclamol Hydrochloride, D033, Sigma] SPA beads solution: SPA beads [WGA PVT SPA Scintillation Beads, RPNQ0001 (500 mg), RPNQ0060 (2 g), PerkinElmer] (0.2 mg/well)Incubation time and temperature: 120 min at 25° C.Kd: 0.272 nM(Preparation of Solutions of Non-Specific Ligand or the Compounds of the Present Invention)Butaclamol or the compounds of the present invention were weighed and DMSO was added to make a 10 mM solution. This solution was diluted to each concentration.(Preparation of Radioligand Solution),[H]-Methylspiperone was weighed and the buffer solution was added to make a 3.6 nM solution.(Preparation of SPA Beads Solution) SPA beads were weighed and stirred in water to make a 50 mg/mL solution. Using this solution, a mixture with the cell membranes was prepared.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729591";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"900.0"
